# BOSCH-DARAB extract file created 22.03.2020 13:35:46
#
# Data from source file "Z:\Logged Data\Car_1819_Car_11\08082019_STT\08082019STT_James_05_KP_10.bmsbin"
# where 0.000 <= xtime <= 514.838
# 
xtime    [   s]	M400_engineTemp[none]	M400_oilPressure[none]	M400_oilTemp[none]	M400_rpm [none]
        135.280	          101.8	           45.0	          112.8	          10330
        135.290	          101.8	           44.9	          112.8	          10330
        135.300	          101.8	           44.7	          112.8	          10330
        135.310	          101.8	           44.6	          112.8	          10211
        135.320	          101.8	           44.5	          112.8	           9733
        135.330	          101.8	           44.4	          112.9	           9733
        135.340	          101.8	           44.3	          112.9	           9697
        135.350	          101.8	           44.1	          112.9	           9553
        135.360	          101.8	           44.0	          112.9	           9553
        135.370	          101.8	           43.9	          112.9	           9507
        135.380	          101.8	           43.8	          112.9	           9322
        135.390	          101.8	           43.8	          112.9	           9322
        135.400	          101.8	           43.8	          112.9	           9261
        135.410	          101.8	           43.8	          112.9	           9019
        135.420	          101.8	           43.8	          112.9	           9019
        135.430	          101.8	           43.8	          113.0	           9003
        135.440	          101.8	           43.7	          113.0	           8938
        135.450	          101.8	           43.6	          113.0	           8938
        135.460	          101.8	           43.5	          113.0	           8947
        135.470	          101.8	           43.4	          113.0	           8981
        135.480	          101.8	           43.3	          113.0	           8981
        135.490	          101.8	           43.3	          113.0	           9009
        135.500	          101.8	           43.3	          113.0	           9123
        135.510	          101.8	           43.3	          113.0	           9123
        135.520	          101.8	           43.3	          113.0	           9115
        135.530	          101.8	           43.3	          113.0	           9085
        135.540	          101.8	           43.1	          113.0	           9085
        135.550	          101.8	           42.9	          113.0	           9039
        135.560	          101.8	           42.8	          113.0	           8854
        135.570	          101.8	           42.6	          113.0	           8854
        135.580	          101.8	           42.5	          113.1	           8812
        135.590	          101.8	           42.4	          113.1	           8645
        135.600	          101.8	           42.3	          113.1	           8645
        135.610	          101.8	           42.2	          113.1	           8623
        135.620	          101.8	           42.2	          113.1	           8536
        135.630	          101.8	           42.1	          113.1	           8536
        135.640	          101.8	           41.9	          113.1	           8529
        135.650	          101.8	           41.7	          113.1	           8503
        135.660	          101.8	           41.5	          113.1	           8503
        135.670	          101.8	           41.3	          113.1	           8484
        135.680	          101.8	           41.1	          113.1	           8407
        135.690	          101.8	           40.8	          113.1	           8407
        135.700	          101.8	           40.5	          113.1	           8395
        135.710	          101.8	           40.2	          113.1	           8346
        135.720	          101.8	           39.9	          113.1	           8346
        135.730	          101.8	           39.7	          113.1	           8341
        135.740	          101.8	           39.6	          113.1	           8319
        135.750	          101.8	           39.5	          113.1	           8319
        135.760	          101.8	           39.4	          113.1	           8277
        135.770	          101.8	           39.4	          113.1	           8107
        135.780	          101.8	           39.3	          113.1	           8107
        135.790	          101.8	           39.2	          113.1	           8091
        135.800	          101.8	           39.1	          113.1	           8029
        135.810	          101.8	           39.0	          113.1	           8029
        135.820	          101.8	           39.0	          113.1	           8003
        135.830	          101.8	           38.8	          113.1	           7898
        135.840	          101.8	           38.2	          113.1	           7898
        135.850	          101.8	           37.7	          113.1	           7898
        135.860	          101.8	           37.1	          113.1	           7870
        135.870	          101.8	           36.5	          113.1	           7759
        135.880	          101.8	           36.1	          113.1	           7720
        135.890	          101.8	           35.8	          113.1	           7563
        135.900	          101.8	           35.6	          113.1	           7563
        135.910	          101.8	           35.4	          113.1	           7552
        135.920	          101.8	           35.2	          113.1	           7510
        135.930	          101.8	           35.0	          113.1	           7510
        135.940	          101.8	           34.8	          113.1	           7518
        135.950	          101.8	           34.6	          113.1	           7548
        135.960	          101.8	           34.4	          113.1	           7548
        135.970	          101.8	           34.2	          113.1	           7548
        135.980	          101.8	           34.0	          113.1	           7518
        135.990	          101.8	           33.8	          113.1	           7399
        136.000	          101.8	           33.5	          113.1	           7405
        136.010	          101.8	           33.3	          113.1	           7429
        136.020	          101.8	           33.0	          113.1	           7429
        136.030	          101.8	           32.7	          113.1	           7428
        136.040	          101.8	           32.3	          113.1	           7425
        136.050	          101.8	           32.0	          113.1	           7425
        136.060	          101.8	           31.6	          113.1	           7413
        136.070	          101.8	           31.2	          113.1	           7367
        136.080	          101.8	           30.9	          113.1	           7367
        136.090	          101.8	           30.7	          113.1	           7367
        136.100	          101.8	           30.5	          113.1	           7351
        136.110	          101.8	           30.4	          113.1	           7288
        136.120	          101.8	           30.2	          113.1	           7319
        136.130	          101.8	           30.1	          113.1	           7443
        136.140	          101.8	           30.0	          113.1	           7443
        136.150	          101.8	           29.8	          113.1	           7476
        136.160	          101.8	           29.7	          113.1	           7610
        136.170	          101.8	           29.6	          113.1	           7610
        136.180	          101.8	           29.5	          113.1	           7622
        136.190	          101.8	           29.4	          113.1	           7668
        136.200	          101.8	           29.3	          113.1	           7668
        136.210	          101.8	           29.2	          113.1	           7668
        136.220	          101.8	           29.1	          113.1	           7667
        136.230	          101.8	           29.0	          113.1	           7664
        136.240	          101.8	           29.0	          113.1	           7656
        136.250	          101.8	           29.0	          113.1	           7625
        136.260	          101.8	           29.0	          113.1	           7625
        136.270	          101.8	           29.0	          113.1	           7619
        136.280	          101.8	           29.0	          113.1	           7594
        136.290	          101.8	           29.0	          113.1	           7594
        136.300	          101.8	           29.0	          113.1	           7594
        136.310	          101.8	           29.0	          113.1	           7593
        136.320	          101.8	           29.0	          113.1	           7590
        136.330	          101.8	           29.0	          113.1	           7590
        136.340	          101.8	           29.0	          113.1	           7582
        136.350	          101.8	           29.0	          113.1	           7548
        136.360	          101.8	           29.0	          113.1	           7548
        136.370	          101.8	           29.0	          113.1	           7515
        136.380	          101.9	           29.0	          113.1	           7385
        136.390	          101.9	           29.0	          113.1	           7385
        136.400	          101.9	           29.1	          113.1	           7375
        136.410	          101.9	           29.1	          113.1	           7334
        136.420	          101.9	           29.2	          113.1	           7334
        136.430	          101.9	           29.2	          113.1	           7341
        136.440	          101.9	           29.2	          113.1	           7367
        136.450	          101.9	           29.2	          113.1	           7367
        136.460	          101.9	           29.3	          113.1	           7382
        136.470	          101.9	           29.3	          113.1	           7443
        136.480	          101.9	           29.3	          113.1	           7443
        136.490	          101.9	           29.3	          113.1	           7460
        136.500	          101.9	           29.3	          113.1	           7529
        136.510	          101.9	           29.4	          113.1	           7529
        136.520	          101.9	           29.4	          113.1	           7535
        136.530	          101.9	           29.4	          113.1	           7560
        136.540	          101.9	           29.5	          113.1	           7560
        136.550	          101.9	           29.5	          113.1	           7547
        136.560	          101.9	           29.6	          113.1	           7495
        136.570	          101.9	           29.7	          113.1	           7495
        136.580	          102.0	           29.7	          113.1	           7495
        136.590	          102.0	           29.8	          113.1	           7495
        136.600	          102.0	           29.8	          113.1	           7495
        136.610	          102.0	           29.9	          113.1	           7497
        136.620	          102.0	           30.0	          113.1	           7503
        136.630	          102.0	           30.0	          113.1	           7503
        136.640	          102.0	           30.0	          113.1	           7528
        136.650	          102.0	           30.0	          113.1	           7629
        136.660	          102.0	           30.1	          113.1	           7629
        136.670	          102.0	           30.1	          113.1	           7627
        136.680	          102.0	           30.1	          113.1	           7621
        136.690	          102.0	           30.2	          113.1	           7621
        136.700	          102.0	           30.4	          113.1	           7613
        136.710	          102.0	           30.5	          113.1	           7583
        136.720	          102.0	           30.6	          113.1	           7583
        136.730	          102.0	           30.7	          113.1	           7572
        136.740	          102.0	           30.7	          113.1	           7526
        136.750	          102.0	           30.7	          113.1	           7526
        136.760	          102.0	           30.7	          113.1	           7522
        136.770	          102.0	           30.7	          113.1	           7507
        136.780	          102.0	           30.7	          113.1	           7507
        136.790	          102.0	           30.7	          113.1	           7494
        136.800	          102.0	           30.7	          113.1	           7443
        136.810	          102.0	           30.8	          113.1	           7443
        136.820	          102.0	           30.8	          113.1	           7449
        136.830	          102.0	           30.8	          113.1	           7473
        136.840	          102.0	           30.9	          113.1	           7473
        136.850	          102.0	           31.0	          113.1	           7473
        136.860	          102.0	           31.1	          113.1	           7486
        136.870	          102.0	           31.1	          113.1	           7537
        136.880	          102.0	           31.2	          113.1	           7545
        136.890	          102.0	           31.2	          113.1	           7579
        136.900	          102.0	           31.2	          113.1	           7579
        136.910	          102.0	           31.2	          113.1	           7585
        136.920	          102.0	           31.2	          113.1	           7610
        136.930	          102.0	           31.2	          113.1	           7610
        136.940	          102.0	           31.2	          113.1	           7605
        136.950	          102.0	           31.2	          113.1	           7586
        136.960	          102.0	           31.1	          113.1	           7586
        136.970	          102.0	           31.1	          113.1	           7586
        136.980	          102.1	           31.1	          113.1	           7580
        136.990	          102.1	           31.1	          113.1	           7556
        137.000	          102.1	           31.1	          113.1	           7549
        137.010	          102.1	           31.1	          113.1	           7522
        137.020	          102.1	           31.1	          113.1	           7522
        137.030	          102.1	           31.1	          113.1	           7503
        137.040	          102.1	           31.0	          113.1	           7429
        137.050	          102.1	           31.0	          113.1	           7429
        137.060	          102.1	           30.9	          113.1	           7474
        137.070	          102.1	           30.8	          113.1	           7652
        137.080	          102.1	           30.8	          113.1	           7652
        137.090	          102.1	           30.9	          113.1	           7652
        137.100	          102.1	           30.9	          113.1	           7706
        137.110	          102.1	           31.0	          113.1	           7923
        137.120	          102.1	           31.1	          113.1	           7937
        137.130	          102.1	           31.1	          113.1	           7991
        137.140	          102.1	           31.2	          113.1	           7991
        137.150	          102.1	           31.3	          113.1	           8006
        137.160	          102.1	           31.4	          113.1	           8068
        137.170	          102.1	           31.4	          113.1	           8068
        137.180	          102.1	           31.5	          113.1	           8050
        137.190	          102.1	           31.6	          113.1	           7978
        137.200	          102.1	           31.6	          113.1	           7978
        137.210	          102.1	           31.7	          113.1	           7978
        137.220	          102.1	           31.8	          113.1	           7970
        137.230	          102.1	           31.8	          113.1	           7936
        137.240	          102.1	           31.8	          113.1	           7951
        137.250	          102.1	           31.8	          113.1	           8012
        137.260	          102.1	           31.8	          113.1	           8012
        137.270	          102.1	           31.8	          113.1	           7992
        137.280	          102.1	           31.8	          113.1	           7911
        137.290	          102.1	           31.9	          113.1	           7911
        137.300	          102.1	           32.1	          113.1	           7932
        137.310	          102.1	           32.2	          113.1	           8016
        137.320	          102.1	           32.3	          113.1	           8016
        137.330	          102.1	           32.4	          113.2	           8016
        137.340	          102.1	           32.5	          113.2	           8071
        137.350	          102.1	           32.6	          113.2	           8291
        137.360	          102.1	           32.7	          113.2	           8291
        137.370	          102.1	           32.8	          113.2	           8300
        137.380	          102.1	           32.9	          113.2	           8337
        137.390	          102.1	           33.0	          113.2	           8337
        137.400	          102.1	           33.1	          113.2	           8352
        137.410	          102.1	           33.2	          113.2	           8412
        137.420	          102.1	           33.3	          113.2	           8412
        137.430	          102.1	           33.4	          113.3	           8385
        137.440	          102.1	           33.4	          113.3	           8277
        137.450	          102.1	           33.4	          113.3	           8277
        137.460	          102.1	           33.4	          113.3	           8232
        137.470	          102.1	           33.4	          113.3	           8051
        137.480	          102.1	           33.4	          113.3	           8051
        137.490	          102.1	           33.4	          113.3	           8043
        137.500	          102.1	           33.5	          113.3	           8012
        137.510	          102.1	           33.5	          113.3	           8012
        137.520	          102.1	           33.6	          113.3	           8002
        137.530	          102.1	           33.6	          113.3	           7961
        137.540	          102.1	           33.6	          113.3	           7961
        137.550	          102.1	           33.5	          113.3	           7971
        137.560	          102.1	           33.5	          113.3	           8012
        137.570	          102.1	           33.4	          113.3	           8012
        137.580	          102.1	           33.4	          113.4	           8004
        137.590	          102.1	           33.4	          113.4	           7974
        137.600	          102.1	           33.4	          113.4	           7974
        137.610	          102.1	           33.3	          113.4	           7976
        137.620	          102.1	           33.3	          113.4	           7982
        137.630	          102.1	           33.3	          113.4	           7982
        137.640	          102.1	           33.3	          113.4	           7980
        137.650	          102.1	           33.4	          113.4	           7974
        137.660	          102.1	           33.4	          113.4	           7974
        137.670	          102.1	           33.5	          113.4	           7942
        137.680	          102.1	           33.5	          113.4	           7816
        137.690	          102.1	           33.4	          113.4	           7816
        137.700	          102.1	           33.3	          113.4	           7814
        137.710	          102.1	           33.2	          113.4	           7804
        137.720	          102.1	           33.2	          113.4	           7804
        137.730	          102.1	           33.1	          113.4	           7784
        137.740	          102.1	           33.0	          113.4	           7703
        137.750	          102.1	           33.0	          113.4	           7703
        137.760	          102.1	           32.9	          113.4	           7708
        137.770	          102.1	           32.8	          113.4	           7727
        137.780	          102.1	           32.8	          113.4	           7727
        137.790	          102.1	           32.7	          113.4	           7724
        137.800	          102.1	           32.7	          113.4	           7711
        137.810	          102.1	           32.6	          113.4	           7711
        137.820	          102.1	           32.5	          113.4	           7691
        137.830	          102.1	           32.5	          113.4	           7613
        137.840	          102.1	           32.5	          113.4	           7613
        137.850	          102.1	           32.5	          113.4	           7613
        137.860	          102.1	           32.4	          113.4	           7608
        137.870	          102.1	           32.4	          113.4	           7590
        137.880	          102.1	           32.4	          113.4	           7570
        137.890	          102.1	           32.4	          113.4	           7492
        137.900	          102.1	           32.4	          113.4	           7492
        137.910	          102.1	           32.3	          113.4	           7501
        137.920	          102.1	           32.3	          113.4	           7537
        137.930	          102.1	           32.3	          113.4	           7537
        137.940	          102.1	           32.3	          113.4	           7541
        137.950	          102.1	           32.3	          113.4	           7556
        137.960	          102.1	           32.3	          113.4	           7556
        137.970	          102.1	           32.3	          113.4	           7556
        137.980	          102.1	           32.3	          113.4	           7537
        137.990	          102.1	           32.3	          113.4	           7462
        138.000	          102.1	           32.3	          113.4	           7486
        138.010	          102.1	           32.2	          113.4	           7583
        138.020	          102.1	           32.2	          113.4	           7583
        138.030	          102.1	           32.2	          113.4	           7576
        138.040	          102.1	           32.2	          113.4	           7548
        138.050	          102.1	           32.2	          113.4	           7548
        138.060	          102.1	           32.3	          113.4	           7562
        138.070	          102.1	           32.3	          113.4	           7617
        138.080	          102.1	           32.3	          113.4	           7617
        138.090	          102.1	           32.3	          113.4	           7617
        138.100	          102.1	           32.2	          113.4	           7653
        138.110	          102.1	           32.2	          113.4	           7795
        138.120	          102.1	           32.1	          113.4	           7805
        138.130	          102.1	           32.1	          113.4	           7844
        138.140	          102.1	           32.1	          113.4	           7844
        138.150	          102.1	           32.1	          113.4	           7859
        138.160	          102.1	           32.2	          113.4	           7919
        138.170	          102.1	           32.2	          113.4	           7919
        138.180	          102.1	           32.2	          113.4	           7913
        138.190	          102.1	           32.3	          113.4	           7890
        138.200	          102.1	           32.3	          113.4	           7890
        138.210	          102.1	           32.4	          113.4	           7890
        138.220	          102.1	           32.5	          113.4	           7933
        138.230	          102.1	           32.5	          113.4	           8103
        138.240	          102.1	           32.5	          113.4	           8121
        138.250	          102.1	           32.5	          113.4	           8191
        138.260	          102.1	           32.5	          113.4	           8191
        138.270	          102.1	           32.5	          113.4	           8166
        138.280	          102.1	           32.5	          113.4	           8064
        138.290	          102.1	           32.5	          113.4	           8064
        138.300	          102.1	           32.6	          113.4	           8064
        138.310	          102.1	           32.6	          113.4	           8045
        138.320	          102.1	           32.7	          113.4	           7969
        138.330	          102.1	           32.7	          113.4	           7969
        138.340	          102.1	           32.7	          113.4	           7961
        138.350	          102.1	           32.7	          113.4	           7931
        138.360	          102.1	           32.7	          113.4	           7931
        138.370	          102.1	           32.7	          113.4	           7930
        138.380	          102.2	           32.7	          113.4	           7927
        138.390	          102.2	           32.7	          113.4	           7927
        138.400	          102.2	           32.7	          113.4	           7939
        138.410	          102.2	           32.8	          113.4	           7986
        138.420	          102.2	           32.8	          113.4	           7986
        138.430	          102.2	           32.8	          113.4	           7990
        138.440	          102.2	           32.8	          113.4	           8008
        138.450	          102.2	           32.9	          113.4	           8008
        138.460	          102.2	           32.9	          113.4	           8029
        138.470	          102.2	           33.0	          113.4	           8112
        138.480	          102.2	           33.0	          113.4	           8112
        138.490	          102.2	           33.0	          113.4	           8121
        138.500	          102.2	           33.0	          113.4	           8156
        138.510	          102.2	           33.1	          113.4	           8156
        138.520	          102.2	           33.1	          113.4	           8151
        138.530	          102.2	           33.1	          113.4	           8129
        138.540	          102.2	           33.1	          113.4	           8129
        138.550	          102.2	           33.1	          113.4	           8152
        138.560	          102.2	           33.2	          113.4	           8245
        138.570	          102.2	           33.2	          113.4	           8245
        138.580	          102.2	           33.2	          113.4	           8250
        138.590	          102.2	           33.3	          113.4	           8268
        138.600	          102.2	           33.3	          113.4	           8268
        138.610	          102.2	           33.4	          113.4	           8292
        138.620	          102.2	           33.5	          113.4	           8388
        138.630	          102.2	           33.5	          113.4	           8388
        138.640	          102.2	           33.6	          113.4	           8410
        138.650	          102.2	           33.7	          113.4	           8498
        138.660	          102.2	           33.8	          113.4	           8498
        138.670	          102.2	           33.8	          113.4	           8513
        138.680	          102.2	           33.9	          113.4	           8575
        138.690	          102.2	           34.0	          113.4	           8575
        138.700	          102.2	           34.1	          113.4	           8569
        138.710	          102.2	           34.2	          113.4	           8546
        138.720	          102.2	           34.2	          113.4	           8546
        138.730	          102.2	           34.3	          113.4	           8557
        138.740	          102.2	           34.4	          113.4	           8600
        138.750	          102.2	           34.4	          113.4	           8600
        138.760	          102.2	           34.5	          113.4	           8617
        138.770	          102.2	           34.6	          113.4	           8685
        138.780	          102.3	           34.6	          113.4	           8685
        138.790	          102.3	           34.7	          113.4	           8700
        138.800	          102.3	           34.7	          113.4	           8761
        138.810	          102.3	           34.8	          113.4	           8761
        138.820	          102.3	           34.9	          113.4	           8763
        138.830	          102.3	           34.9	          113.4	           8771
        138.840	          102.3	           35.2	          113.4	           8771
        138.850	          102.3	           35.4	          113.4	           8771
        138.860	          102.3	           35.6	          113.4	           8792
        138.870	          102.3	           35.8	          113.4	           8875
        138.880	          102.3	           36.0	          113.4	           8870
        138.890	          102.3	           36.0	          113.4	           8849
        138.900	          102.3	           36.1	          113.4	           8849
        138.910	          102.3	           36.1	          113.4	           8865
        138.920	          102.3	           36.2	          113.4	           8928
        138.930	          102.3	           36.2	          113.4	           8928
        138.940	          102.3	           36.2	          113.4	           8932
        138.950	          102.3	           36.2	          113.4	           8949
        138.960	          102.3	           36.3	          113.4	           8949
        138.970	          102.3	           36.3	          113.4	           8949
        138.980	          102.3	           36.3	          113.4	           8967
        138.990	          102.3	           36.3	          113.4	           9041
        139.000	          102.3	           36.4	          113.4	           9045
        139.010	          102.3	           36.4	          113.4	           9063
        139.020	          102.3	           36.5	          113.4	           9063
        139.030	          102.3	           36.5	          113.4	           9082
        139.040	          102.3	           36.6	          113.4	           9157
        139.050	          102.3	           36.7	          113.4	           9157
        139.060	          102.3	           36.8	          113.4	           9164
        139.070	          102.3	           36.8	          113.4	           9190
        139.080	          102.3	           36.9	          113.4	           9190
        139.090	          102.3	           37.0	          113.4	           9190
        139.100	          102.3	           37.0	          113.4	           9203
        139.110	          102.3	           37.1	          113.4	           9253
        139.120	          102.3	           37.2	          113.4	           9267
        139.130	          102.3	           37.2	          113.5	           9322
        139.140	          102.3	           37.2	          113.5	           9322
        139.150	          102.3	           37.2	          113.5	           9330
        139.160	          102.3	           37.1	          113.5	           9362
        139.170	          102.3	           37.1	          113.5	           9362
        139.180	          102.3	           37.1	          113.5	           9376
        139.190	          102.3	           37.3	          113.5	           9433
        139.200	          102.3	           37.5	          113.5	           9433
        139.210	          102.3	           37.7	          113.5	           9433
        139.220	          102.3	           37.9	          113.5	           9445
        139.230	          102.3	           38.0	          113.6	           9493
        139.240	          102.3	           38.0	          113.6	           9497
        139.250	          102.3	           38.0	          113.6	           9511
        139.260	          102.3	           38.0	          113.6	           9511
        139.270	          102.3	           38.0	          113.6	           9528
        139.280	          102.3	           38.0	          113.6	           9596
        139.290	          102.3	           38.0	          113.6	           9596
        139.300	          102.3	           38.0	          113.6	           9602
        139.310	          102.3	           38.1	          113.6	           9627
        139.320	          102.3	           38.1	          113.6	           9627
        139.330	          102.3	           38.1	          113.6	           9627
        139.340	          102.3	           38.3	          113.6	           9647
        139.350	          102.3	           38.5	          113.6	           9727
        139.360	          102.3	           38.7	          113.6	           9727
        139.370	          102.3	           38.9	          113.6	           9740
        139.380	          102.3	           39.0	          113.7	           9790
        139.390	          102.3	           39.1	          113.7	           9790
        139.400	          102.3	           39.3	          113.7	           9798
        139.410	          102.3	           39.4	          113.7	           9829
        139.420	          102.3	           39.5	          113.7	           9829
        139.430	          102.3	           39.6	          113.7	           9845
        139.440	          102.3	           39.8	          113.7	           9907
        139.450	          102.3	           40.0	          113.7	           9907
        139.460	          102.3	           40.2	          113.7	           9916
        139.470	          102.3	           40.4	          113.7	           9953
        139.480	          102.3	           40.5	          113.7	           9953
        139.490	          102.3	           40.6	          113.7	           9965
        139.500	          102.3	           40.7	          113.7	          10012
        139.510	          102.3	           40.8	          113.7	          10012
        139.520	          102.3	           40.9	          113.7	          10023
        139.530	          102.3	           41.0	          113.7	          10066
        139.540	          102.3	           41.1	          113.7	          10066
        139.550	          102.3	           41.1	          113.7	          10076
        139.560	          102.3	           41.2	          113.7	          10114
        139.570	          102.3	           41.3	          113.7	          10114
        139.580	          102.3	           41.3	          113.7	          10122
        139.590	          102.3	           41.3	          113.7	          10155
        139.600	          102.3	           41.3	          113.7	          10155
        139.610	          102.3	           41.2	          113.7	          10170
        139.620	          102.3	           41.2	          113.7	          10231
        139.630	          102.3	           41.2	          113.7	          10231
        139.640	          102.3	           41.3	          113.7	          10242
        139.650	          102.3	           41.4	          113.7	          10287
        139.660	          102.3	           41.5	          113.7	          10287
        139.670	          102.3	           41.6	          113.7	          10296
        139.680	          102.3	           41.7	          113.7	          10330
        139.690	          102.3	           41.9	          113.7	          10330
        139.700	          102.3	           42.1	          113.7	          10349
        139.710	          102.3	           42.2	          113.7	          10423
        139.720	          102.3	           42.4	          113.7	          10423
        139.730	          102.3	           42.5	          113.7	          10424
        139.740	          102.3	           42.7	          113.7	          10430
        139.750	          102.3	           42.8	          113.7	          10430
        139.760	          102.3	           42.9	          113.7	          10446
        139.770	          102.3	           43.1	          113.7	          10511
        139.780	          102.3	           43.2	          113.7	          10511
        139.790	          102.3	           43.4	          113.7	          10523
        139.800	          102.3	           43.5	          113.7	          10570
        139.810	          102.3	           43.6	          113.7	          10570
        139.820	          102.3	           43.8	          113.7	          10577
        139.830	          102.3	           43.9	          113.7	          10607
        139.840	          102.3	           44.0	          113.7	          10607
        139.850	          102.3	           44.2	          113.7	          10607
        139.860	          102.3	           44.3	          113.7	          10628
        139.870	          102.3	           44.4	          113.7	          10713
        139.880	          102.3	           44.5	          113.7	          10718
        139.890	          102.3	           44.5	          113.7	          10736
        139.900	          102.3	           44.5	          113.7	          10736
        139.910	          102.3	           44.6	          113.7	          10745
        139.920	          102.3	           44.6	          113.7	          10783
        139.930	          102.3	           44.6	          113.7	          10783
        139.940	          102.3	           44.7	          113.7	          10794
        139.950	          102.3	           44.7	          113.7	          10837
        139.960	          102.3	           44.8	          113.7	          10837
        139.970	          102.3	           44.9	          113.7	          10837
        139.980	          102.3	           44.9	          113.7	          10845
        139.990	          102.3	           45.1	          113.7	          10877
        140.000	          102.3	           45.3	          113.7	          10886
        140.010	          102.3	           45.4	          113.7	          10924
        140.020	          102.3	           45.6	          113.7	          10924
        140.030	          102.3	           45.7	          113.7	          10940
        140.040	          102.3	           46.0	          113.7	          11004
        140.050	          102.3	           46.2	          113.7	          11004
        140.060	          102.3	           46.4	          113.7	          11009
        140.070	          102.3	           46.6	          113.7	          11028
        140.080	          102.3	           46.8	          113.7	          11028
        140.090	          102.3	           46.9	          113.7	          11028
        140.100	          102.3	           46.9	          113.7	          11041
        140.110	          102.3	           47.0	          113.7	          11094
        140.120	          102.3	           47.1	          113.7	          11097
        140.130	          102.3	           47.1	          113.7	          11110
        140.140	          102.3	           47.1	          113.7	          11110
        140.150	          102.3	           47.0	          113.7	          11125
        140.160	          102.3	           47.0	          113.7	          11185
        140.170	          102.3	           46.9	          113.7	          11185
        140.180	          102.3	           46.9	          113.7	          11195
        140.190	          102.3	           47.1	          113.7	          11235
        140.200	          102.3	           47.3	          113.7	          11235
        140.210	          102.3	           47.4	          113.7	          11235
        140.220	          102.3	           47.6	          113.7	          11242
        140.230	          102.3	           47.7	          113.7	          11269
        140.240	          102.3	           47.7	          113.7	          11277
        140.250	          102.3	           47.7	          113.7	          11311
        140.260	          102.3	           47.7	          113.7	          11311
        140.270	          102.3	           47.7	          113.7	          11320
        140.280	          102.3	           47.7	          113.7	          11354
        140.290	          102.3	           47.8	          113.7	          11354
        140.300	          102.3	           47.9	          113.7	          11220
        140.310	          102.3	           48.0	          113.7	          10683
        140.320	          102.3	           48.1	          113.7	          10683
        140.330	          102.3	           48.2	          113.7	          10683
        140.340	          102.3	           48.1	          113.7	          10604
        140.350	          102.3	           48.1	          113.7	          10287
        140.360	          102.3	           48.0	          113.7	          10287
        140.370	          102.3	           47.9	          113.7	          10225
        140.380	          102.4	           47.9	          113.7	           9979
        140.390	          102.4	           47.8	          113.7	           9979
        140.400	          102.4	           47.6	          113.7	          10069
        140.410	          102.4	           47.5	          113.7	          10430
        140.420	          102.4	           47.4	          113.7	          10430
        140.430	          102.4	           47.3	          113.7	          10406
        140.440	          102.4	           47.1	          113.7	          10308
        140.450	          102.4	           46.9	          113.7	          10308
        140.460	          102.4	           46.8	          113.7	          10208
        140.470	          102.4	           46.6	          113.7	           9809
        140.480	          102.4	           46.5	          113.7	           9809
        140.490	          102.4	           46.4	          113.7	           9819
        140.500	          102.4	           46.3	          113.7	           9861
        140.510	          102.4	           46.2	          113.7	           9861
        140.520	          102.4	           46.1	          113.7	           9895
        140.530	          102.4	           46.0	          113.7	          10033
        140.540	          102.4	           46.0	          113.7	          10033
        140.550	          102.4	           46.0	          113.7	          10009
        140.560	          102.4	           46.1	          113.7	           9913
        140.570	          102.4	           46.1	          113.7	           9913
        140.580	          102.4	           46.1	          113.7	           9929
        140.590	          102.4	           46.1	          113.7	           9992
        140.600	          102.4	           46.0	          113.7	           9992
        140.610	          102.4	           46.0	          113.7	          10003
        140.620	          102.4	           45.9	          113.7	          10046
        140.630	          102.4	           45.9	          113.7	          10046
        140.640	          102.4	           45.8	          113.7	          10050
        140.650	          102.4	           45.8	          113.7	          10066
        140.660	          102.4	           45.7	          113.7	          10066
        140.670	          102.4	           45.6	          113.7	          10071
        140.680	          102.4	           45.6	          113.7	          10093
        140.690	          102.4	           45.6	          113.7	          10093
        140.700	          102.4	           45.6	          113.7	          10096
        140.710	          102.4	           45.5	          113.7	          10107
        140.720	          102.4	           45.5	          113.7	          10107
        140.730	          102.4	           45.5	          113.8	          10122
        140.740	          102.4	           45.4	          113.8	          10182
        140.750	          102.4	           45.3	          113.8	          10182
        140.760	          102.4	           45.2	          113.8	          10182
        140.770	          102.4	           45.1	          113.8	          10182
        140.780	          102.4	           45.0	          113.8	          10182
        140.790	          102.4	           45.1	          113.8	          10192
        140.800	          102.4	           45.1	          113.8	          10231
        140.810	          102.4	           45.2	          113.8	          10231
        140.820	          102.4	           45.3	          113.8	          10238
        140.830	          102.4	           45.3	          113.9	          10266
