# BOSCH-DARAB extract file created 22.03.2020 13:35:46
#
# Data from source file "Z:\Logged Data\Car_1819_Car_11\08082019_STT\08082019STT_James_05_KP_10.bmsbin"
# where 0.000 <= xtime <= 514.838
# 
xtime    [   s]	M400_engineTemp[none]	M400_oilPressure[none]	M400_oilTemp[none]	M400_rpm [none]
          0.000	           84.2	            0.3	           94.8	              0
          0.010	           84.2	            0.3	           94.8	              0
          0.020	           84.2	            0.3	           94.8	              0
          0.030	           84.2	            0.3	           94.8	              0
          0.040	           84.2	            0.3	           94.8	              0
          0.050	           84.2	            0.3	           94.8	              0
          0.060	           84.2	            0.3	           94.8	              0
          0.070	           84.2	            0.3	           94.8	              0
          0.080	           84.2	            0.3	           94.8	              0
          0.090	           84.2	            0.3	           94.8	              0
          0.100	           84.2	            0.3	           94.8	              0
          0.110	           84.2	            0.3	           94.8	              0
          0.120	           84.2	            0.3	           94.8	              0
          0.130	           84.2	            0.3	           94.8	              0
          0.140	           84.2	            0.3	           94.8	              0
          0.150	           84.2	            0.3	           94.8	              0
          0.160	           84.2	            0.3	           94.8	              0
          0.170	           84.2	            0.3	           94.8	              0
          0.180	           84.1	            0.3	           94.8	              0
          0.190	           84.1	            0.3	           94.8	              0
          0.200	           84.1	            0.3	           94.8	              0
          0.210	           84.1	            0.3	           94.8	              0
          0.220	           84.1	            0.3	           94.8	              0
          0.230	           84.1	            0.3	           94.8	              0
          0.240	           84.1	            0.3	           94.8	              0
          0.250	           84.1	            0.3	           94.8	              0
          0.260	           84.1	            0.3	           94.8	              0
          0.270	           84.1	            0.3	           94.8	              0
          0.280	           84.1	            0.3	           94.8	              0
          0.290	           84.1	            0.3	           94.8	              0
          0.300	           84.1	            0.3	           94.8	              0
          0.310	           84.1	            0.3	           94.8	              0
          0.320	           84.1	            0.3	           94.8	              0
          0.330	           84.1	            0.3	           94.8	              0
          0.340	           84.1	            0.3	           94.8	              0
          0.350	           84.1	            0.3	           94.8	              0
          0.360	           84.1	            0.3	           94.8	              0
          0.370	           84.1	            0.3	           94.8	              0
          0.380	           84.1	            0.3	           94.7	              0
          0.390	           84.1	            0.3	           94.7	              0
          0.400	           84.1	            0.3	           94.7	              0
          0.410	           84.1	            0.3	           94.7	              0
          0.420	           84.1	            0.3	           94.7	              0
          0.430	           84.1	            0.3	           94.7	              0
          0.440	           84.1	            0.3	           94.7	              0
          0.450	           84.1	            0.3	           94.7	              0
          0.460	           84.1	            0.3	           94.7	              0
          0.470	           84.1	            0.3	           94.7	              0
          0.480	           84.1	            0.3	           94.7	              0
          0.490	           84.1	            0.3	           94.7	              0
          0.500	           84.1	            0.3	           94.7	              0
          0.510	           84.1	            0.3	           94.7	              0
          0.520	           84.1	            0.3	           94.7	              0
          0.530	           84.1	            0.3	           94.7	              0
          0.540	           84.1	            0.3	           94.7	              0
          0.550	           84.1	            0.3	           94.7	              0
          0.560	           84.1	            0.3	           94.7	              0
          0.570	           84.1	            0.3	           94.7	              0
          0.580	           84.1	            0.3	           94.7	              0
          0.590	           84.1	            0.3	           94.7	              0
          0.600	           84.1	            0.3	           94.7	              0
          0.610	           84.1	            0.3	           94.7	              0
          0.620	           84.1	            0.3	           94.7	              0
          0.630	           84.1	            0.3	           94.7	              0
          0.640	           84.1	            0.3	           94.7	              0
          0.650	           84.1	            0.3	           94.7	              0
          0.660	           84.1	            0.3	           94.7	              0
          0.670	           84.1	            0.3	           94.7	              0
          0.680	           84.1	            0.3	           94.7	              0
          0.690	           84.1	            0.3	           94.7	              0
          0.700	           84.1	            0.3	           94.7	              0
          0.710	           84.1	            0.3	           94.7	              0
          0.720	           84.1	            0.3	           94.7	              0
          0.730	           84.1	            0.3	           94.7	              0
          0.740	           84.1	            0.3	           94.7	              0
          0.750	           84.1	            0.3	           94.7	              0
          0.760	           84.1	            0.3	           94.7	              0
          0.770	           84.1	            0.3	           94.7	              0
          0.780	           84.1	            0.3	           94.6	              0
          0.790	           84.1	            0.3	           94.6	              0
          0.800	           84.1	            0.3	           94.6	              0
          0.810	           84.1	            0.3	           94.6	              0
          0.820	           84.1	            0.3	           94.6	              0
          0.830	           84.1	            0.3	           94.6	              0
          0.840	           84.1	            0.3	           94.6	              0
          0.850	           84.1	            0.3	           94.6	              0
          0.860	           84.1	            0.3	           94.6	              0
          0.870	           84.1	            0.3	           94.6	              0
          0.880	           84.1	            0.3	           94.6	              0
          0.890	           84.1	            0.3	           94.6	              0
          0.900	           84.1	            0.3	           94.6	              0
          0.910	           84.1	            0.3	           94.6	              0
          0.920	           84.1	            0.3	           94.6	              0
          0.930	           84.1	            0.3	           94.6	              0
          0.940	           84.1	            0.3	           94.6	              0
          0.950	           84.1	            0.3	           94.6	              0
          0.960	           84.1	            0.3	           94.6	              0
          0.970	           84.1	            0.3	           94.6	              0
          0.980	           84.1	            0.3	           94.6	              0
          0.990	           84.1	            0.3	           94.6	              0
          1.000	           84.1	            0.3	           94.6	              0
          1.010	           84.1	            0.3	           94.6	              0
          1.020	           84.1	            0.3	           94.6	              0
          1.030	           84.1	            0.3	           94.6	              0
          1.040	           84.1	            0.3	           94.6	              0
          1.050	           84.1	            0.3	           94.6	              0
          1.060	           84.1	            0.3	           94.6	              0
          1.070	           84.1	            0.3	           94.6	              0
          1.080	           84.1	            0.3	           94.6	              0
          1.090	           84.1	            0.3	           94.6	              0
          1.100	           84.1	            0.3	           94.6	              0
          1.110	           84.1	            0.3	           94.6	              0
          1.120	           84.1	            0.3	           94.6	              0
          1.130	           84.1	            0.3	           94.6	              0
          1.140	           84.1	            0.3	           94.6	              0
          1.150	           84.1	            0.3	           94.6	              0
          1.160	           84.1	            0.3	           94.6	              0
          1.170	           84.1	            0.3	           94.6	              0
          1.180	           84.1	            0.3	           94.6	              0
          1.190	           84.1	            0.3	           94.6	              0
          1.200	           84.1	            0.3	           94.6	              0
          1.210	           84.1	            0.3	           94.6	              0
          1.220	           84.1	            0.3	           94.6	              0
          1.230	           84.1	            0.3	           94.6	              0
          1.240	           84.1	            0.3	           94.6	              0
          1.250	           84.1	            0.3	           94.6	              0
          1.260	           84.1	            0.3	           94.6	              0
          1.270	           84.1	            0.3	           94.6	              0
          1.280	           84.1	            0.3	           94.6	              0
          1.290	           84.1	            0.3	           94.6	              0
          1.300	           84.1	            0.3	           94.6	              0
          1.310	           84.1	            0.3	           94.6	              0
          1.320	           84.1	            0.3	           94.6	              0
          1.330	           84.1	            0.3	           94.6	              0
          1.340	           84.1	            0.3	           94.6	              0
          1.350	           84.1	            0.3	           94.6	              0
          1.360	           84.1	            0.3	           94.6	              0
          1.370	           84.1	            0.3	           94.6	              0
          1.380	           84.1	            0.3	           94.6	              0
          1.390	           84.1	            0.3	           94.6	              0
          1.400	           84.1	            0.3	           94.6	              0
          1.410	           84.1	            0.3	           94.6	              0
          1.420	           84.1	            0.3	           94.6	              0
          1.430	           84.1	            0.3	           94.6	              0
          1.440	           84.1	            0.3	           94.6	              0
          1.450	           84.1	            0.3	           94.6	              0
          1.460	           84.1	            0.3	           94.6	              0
          1.470	           84.1	            0.3	           94.6	              0
          1.480	           84.1	            0.3	           94.6	              0
          1.490	           84.1	            0.3	           94.6	              0
          1.500	           84.1	            0.3	           94.6	              0
          1.510	           84.1	            0.3	           94.6	              0
          1.520	           84.1	            0.3	           94.6	              0
          1.530	           84.1	            0.3	           94.6	              0
          1.540	           84.1	            0.3	           94.6	              0
          1.550	           84.1	            0.3	           94.6	              0
          1.560	           84.1	            0.3	           94.6	              0
          1.570	           84.1	            0.3	           94.6	              0
          1.580	           84.1	            0.3	           94.6	              0
          1.590	           84.1	            0.3	           94.6	              0
          1.600	           84.1	            0.3	           94.6	              0
          1.610	           84.1	            0.3	           94.6	              0
          1.620	           84.1	            0.3	           94.6	              0
          1.630	           84.1	            0.3	           94.6	              0
          1.640	           84.1	            0.3	           94.6	              0
          1.650	           84.1	            0.3	           94.6	              0
          1.660	           84.1	            0.3	           94.6	              0
          1.670	           84.1	            0.3	           94.6	              0
          1.680	           84.1	            0.3	           94.6	              0
          1.690	           84.1	            0.3	           94.6	              0
          1.700	           84.1	            0.3	           94.6	              0
          1.710	           84.1	            0.3	           94.6	              0
          1.720	           84.1	            0.3	           94.6	              0
          1.730	           84.1	            0.3	           94.6	              0
          1.740	           84.1	            0.3	           94.6	              0
          1.750	           84.1	            0.3	           94.6	              0
          1.760	           84.1	            0.3	           94.6	              0
          1.770	           84.1	            0.3	           94.6	              0
          1.780	           84.1	            0.3	           94.6	              0
          1.790	           84.1	            0.3	           94.6	              0
          1.800	           84.1	            0.3	           94.6	              0
          1.810	           84.1	            0.3	           94.6	              0
          1.820	           84.1	            0.3	           94.6	              0
          1.830	           84.1	            0.3	           94.6	              0
          1.840	           84.1	            0.3	           94.6	              0
          1.850	           84.1	            0.3	           94.6	              0
          1.860	           84.1	            0.3	           94.6	              0
          1.870	           84.1	            0.3	           94.6	              0
          1.880	           84.1	            0.3	           94.6	              0
          1.890	           84.1	            0.3	           94.6	              0
          1.900	           84.1	            0.3	           94.6	              0
          1.910	           84.1	            0.3	           94.6	              0
          1.920	           84.1	            0.3	           94.6	              0
          1.930	           84.1	            0.3	           94.6	              0
          1.940	           84.1	            0.3	           94.6	              0
          1.950	           84.1	            0.3	           94.6	              0
          1.960	           84.1	            0.3	           94.6	              0
          1.970	           84.1	            0.3	           94.6	              0
          1.980	           84.1	            0.3	           94.6	              0
          1.990	           84.1	            0.3	           94.6	              0
          2.000	           84.1	            0.3	           94.6	              0
          2.010	           84.1	            0.3	           94.6	              0
          2.020	           84.1	            0.3	           94.6	              0
          2.030	           84.1	            0.3	           94.6	              0
          2.040	           84.1	            0.3	           94.6	              0
          2.050	           84.1	            0.3	           94.6	              0
          2.060	           84.1	            0.4	           94.6	              0
          2.070	           84.1	            0.4	           94.6	              0
          2.080	           84.1	            0.4	           94.6	              0
          2.090	           84.1	            0.4	           94.6	              0
          2.100	           84.1	            0.4	           94.6	              0
          2.110	           84.1	            0.3	           94.6	              0
          2.120	           84.1	            0.3	           94.6	              0
          2.130	           84.1	            0.3	           94.6	              0
          2.140	           84.1	            0.3	           94.6	              0
          2.150	           84.1	            0.3	           94.6	              0
          2.160	           84.1	            0.4	           94.6	              0
          2.170	           84.1	            0.4	           94.6	              0
          2.180	           84.1	            0.4	           94.6	              0
          2.190	           84.1	            0.4	           94.6	              0
          2.200	           84.1	            0.4	           94.6	              0
          2.210	           84.1	            0.3	           94.6	              0
          2.220	           84.1	            0.3	           94.6	              0
          2.230	           84.1	            0.3	           94.6	              0
          2.240	           84.1	            0.3	           94.6	              0
          2.250	           84.1	            0.3	           94.6	              0
          2.260	           84.1	            0.3	           94.6	              0
          2.270	           84.1	            0.3	           94.6	              0
          2.280	           84.1	            0.4	           94.6	              0
          2.290	           84.1	            0.4	           94.6	              0
          2.300	           84.1	            0.4	           94.6	              0
          2.310	           84.1	            0.4	           94.6	              0
          2.320	           84.1	            0.4	           94.6	              0
          2.330	           84.1	            0.4	           94.6	              0
          2.340	           84.1	            0.4	           94.6	              0
          2.350	           84.1	            0.4	           94.6	              0
          2.360	           84.1	            0.4	           94.6	              0
          2.370	           84.1	            0.4	           94.6	              0
          2.380	           84.1	            0.4	           94.6	              0
          2.390	           84.1	            0.4	           94.6	              0
          2.400	           84.1	            0.4	           94.6	              5
          2.410	           84.1	            0.4	           94.6	             23
          2.420	           84.1	            0.4	           94.6	             23
          2.430	           84.1	            0.4	           94.6	             23
          2.440	           84.1	            0.4	           94.6	             23
          2.450	           84.1	            0.4	           94.6	             23
          2.460	           84.1	            0.4	           94.6	             23
          2.470	           84.1	            0.4	           94.6	             23
          2.480	           84.1	            0.4	           94.6	             23
          2.490	           84.1	            0.4	           94.6	             23
          2.500	           84.1	            0.4	           94.6	             23
          2.510	           84.1	            0.4	           94.6	             23
          2.520	           84.1	            0.4	           94.6	             23
          2.530	           84.1	            0.4	           94.6	             23
          2.540	           84.1	            0.4	           94.6	             23
          2.550	           84.1	            0.4	           94.6	             23
          2.560	           84.1	            0.4	           94.6	             23
          2.570	           84.1	            0.4	           94.6	             23
          2.580	           84.1	            0.4	           94.6	             23
          2.590	           84.1	            0.4	           94.6	             23
          2.600	           84.1	            0.4	           94.6	             23
          2.610	           84.1	            0.4	           94.6	             23
          2.620	           84.1	            0.4	           94.6	             23
          2.630	           84.1	            0.4	           94.6	             23
          2.640	           84.1	            0.4	           94.6	             23
          2.650	           84.1	            0.4	           94.6	             23
          2.660	           84.1	            0.4	           94.6	             23
          2.670	           84.1	            0.4	           94.6	             23
          2.680	           84.1	            0.4	           94.6	             23
          2.690	           84.1	            0.4	           94.6	             23
          2.700	           84.1	            0.4	           94.6	             38
          2.710	           84.1	            0.4	           94.6	             97
          2.720	           84.1	            0.4	           94.6	             97
          2.730	           84.1	            0.4	           94.5	             97
          2.740	           84.1	            0.4	           94.5	             97
          2.750	           84.1	            0.4	           94.5	             97
          2.760	           84.1	            0.4	           94.5	             97
          2.770	           84.1	            0.4	           94.5	             97
          2.780	           84.1	            0.4	           94.5	             97
          2.790	           84.1	            0.4	           94.5	             97
          2.800	           84.1	            0.4	           94.5	             97
          2.810	           84.1	            0.4	           94.5	             97
          2.820	           84.1	            0.4	           94.5	             97
          2.830	           84.1	            0.4	           94.4	             97
          2.840	           84.1	            0.4	           94.4	             97
          2.850	           84.1	            0.4	           94.4	             97
          2.860	           84.1	            0.4	           94.4	             97
          2.870	           84.1	            0.4	           94.4	             97
          2.880	           84.1	            0.4	           94.4	             97
          2.890	           84.1	            0.4	           94.4	             97
          2.900	           84.1	            0.4	           94.4	             97
          2.910	           84.1	            0.4	           94.4	             97
          2.920	           84.1	            0.4	           94.4	             97
          2.930	           84.1	            0.4	           94.4	             97
          2.940	           84.1	            0.4	           94.4	             97
          2.950	           84.1	            0.4	           94.4	             97
          2.960	           84.1	            0.4	           94.4	             97
          2.970	           84.1	            0.4	           94.4	             97
          2.980	           84.1	            0.4	           94.4	             97
          2.990	           84.1	            0.4	           94.4	             97
          3.000	           84.1	            0.4	           94.4	             97
          3.010	           84.1	            0.4	           94.4	             97
          3.020	           84.1	            0.4	           94.4	             97
          3.030	           84.1	            0.4	           94.4	             97
          3.040	           84.1	            0.4	           94.4	             97
          3.050	           84.1	            0.4	           94.4	             97
          3.060	           84.1	            0.4	           94.4	             97
          3.070	           84.1	            0.4	           94.4	             97
          3.080	           84.1	            0.4	           94.4	             97
          3.090	           84.1	            0.4	           94.4	             97
          3.100	           84.1	            0.4	           94.4	             97
          3.110	           84.1	            0.4	           94.4	             97
          3.120	           84.1	            0.4	           94.4	             97
          3.130	           84.1	            0.4	           94.4	             97
          3.140	           84.1	            0.4	           94.4	             97
          3.150	           84.1	            0.4	           94.4	             97
          3.160	           84.1	            0.5	           94.4	             97
          3.170	           84.1	            0.5	           94.4	             97
          3.180	           84.1	            0.5	           94.4	             97
          3.190	           84.1	            0.5	           94.4	             97
          3.200	           84.1	            0.5	           94.4	             97
          3.210	           84.1	            0.4	           94.4	             97
          3.220	           84.1	            0.4	           94.4	             97
          3.230	           84.1	            0.4	           94.4	             97
          3.240	           84.1	            0.4	           94.4	             97
          3.250	           84.1	            0.4	           94.4	             97
          3.260	           84.1	            0.4	           94.4	             97
          3.270	           84.1	            0.4	           94.4	             97
          3.280	           84.1	            0.4	           94.4	             97
          3.290	           84.1	            0.4	           94.4	             97
          3.300	           84.1	            0.4	           94.4	             97
          3.310	           84.1	            0.5	           94.4	             97
          3.320	           84.1	            0.5	           94.4	             97
          3.330	           84.1	            0.5	           94.4	             97
          3.340	           84.1	            0.5	           94.4	             97
          3.350	           84.1	            0.5	           94.4	             97
          3.360	           84.1	            0.5	           94.4	             97
          3.370	           84.1	            0.5	           94.4	             97
          3.380	           84.1	            0.5	           94.4	             97
          3.390	           84.1	            0.5	           94.4	             97
          3.400	           84.1	            0.5	           94.4	             99
          3.410	           84.1	            0.5	           94.4	            109
          3.420	           84.1	            0.5	           94.4	            109
          3.430	           84.1	            0.5	           94.4	            109
          3.440	           84.1	            0.5	           94.4	            109
          3.450	           84.1	            0.5	           94.4	            109
          3.460	           84.1	            0.5	           94.4	            109
          3.470	           84.1	            0.5	           94.4	            109
          3.480	           84.1	            0.5	           94.4	            109
          3.490	           84.1	            0.5	           94.4	            109
          3.500	           84.1	            0.5	           94.4	            109
          3.510	           84.1	            0.5	           94.4	            109
          3.520	           84.1	            0.5	           94.4	            109
          3.530	           84.1	            0.5	           94.4	            109
          3.540	           84.1	            0.5	           94.4	            109
          3.550	           84.1	            0.5	           94.4	            109
          3.560	           84.1	            0.5	           94.4	            109
          3.570	           84.1	            0.5	           94.4	            109
          3.580	           84.1	            0.5	           94.4	            109
          3.590	           84.1	            0.5	           94.4	            109
          3.600	           84.1	            0.5	           94.4	            109
          3.610	           84.1	            0.5	           94.4	            109
          3.620	           84.1	            0.5	           94.4	            109
          3.630	           84.1	            0.5	           94.4	            109
          3.640	           84.1	            0.5	           94.4	            109
          3.650	           84.1	            0.5	           94.4	            109
          3.660	           84.1	            0.5	           94.4	            109
          3.670	           84.1	            0.5	           94.4	            109
          3.680	           84.1	            0.5	           94.4	            109
          3.690	           84.1	            0.5	           94.4	            109
          3.700	           84.1	            0.5	           94.4	            109
          3.710	           84.1	            0.4	           94.4	            109
          3.720	           84.1	            0.4	           94.4	            109
          3.730	           84.1	            0.4	           94.4	            109
          3.740	           84.1	            0.4	           94.4	            109
          3.750	           84.1	            0.4	           94.4	            109
          3.760	           84.1	            0.4	           94.4	            109
          3.770	           84.1	            0.4	           94.4	            109
          3.780	           84.1	            0.4	           94.4	            109
          3.790	           84.1	            0.4	           94.4	            109
          3.800	           84.1	            0.4	           94.4	            109
          3.810	           84.1	            0.4	           94.4	            109
          3.820	           84.1	            0.4	           94.4	            109
          3.830	           84.1	            0.4	           94.4	            109
          3.840	           84.1	            0.4	           94.4	            109
          3.850	           84.1	            0.4	           94.4	            109
          3.860	           84.1	            0.4	           94.4	            109
          3.870	           84.1	            0.4	           94.4	            109
          3.880	           84.1	            0.4	           94.4	            109
          3.890	           84.1	            0.4	           94.4	            109
          3.900	           84.1	            0.4	           94.4	            109
          3.910	           84.1	            0.4	           94.4	            109
          3.920	           84.1	            0.4	           94.4	            109
          3.930	           84.1	            0.4	           94.4	            109
          3.940	           84.1	            0.4	           94.4	            109
          3.950	           84.1	            0.4	           94.4	            109
          3.960	           84.1	            0.4	           94.4	            109
          3.970	           84.1	            0.4	           94.4	            109
          3.980	           84.1	            0.4	           94.4	            109
          3.990	           84.1	            0.4	           94.4	            109
          4.000	           84.1	            0.4	           94.4	            109
          4.010	           84.1	            0.4	           94.4	            109
          4.020	           84.1	            0.4	           94.4	            109
          4.030	           84.1	            0.4	           94.4	            109
          4.040	           84.1	            0.4	           94.4	            109
          4.050	           84.1	            0.4	           94.4	            109
          4.060	           84.1	            0.4	           94.4	            109
          4.070	           84.1	            0.4	           94.4	            109
          4.080	           84.1	            0.4	           94.4	            109
          4.090	           84.1	            0.4	           94.4	            109
          4.100	           84.1	            0.4	           94.4	            109
          4.110	           84.1	            0.4	           94.4	            109
          4.120	           84.1	            0.4	           94.4	            109
          4.130	           84.1	            0.4	           94.4	             87
          4.140	           84.1	            0.4	           94.4	              0
          4.150	           84.1	            0.4	           94.4	              0
          4.160	           84.1	            0.4	           94.4	              0
          4.170	           84.1	            0.4	           94.4	              0
          4.180	           84.1	            0.4	           94.4	              0
          4.190	           84.1	            0.4	           94.4	              0
          4.200	           84.1	            0.4	           94.4	              0
          4.210	           84.1	            0.4	           94.4	              0
          4.220	           84.1	            0.4	           94.4	              0
          4.230	           84.1	            0.4	           94.4	              0
          4.240	           84.1	            0.4	           94.4	              0
          4.250	           84.1	            0.4	           94.4	              0
          4.260	           84.1	            0.4	           94.4	              0
          4.270	           84.1	            0.4	           94.4	              0
          4.280	           84.1	            0.4	           94.4	              0
          4.290	           84.1	            0.4	           94.4	              0
          4.300	           84.1	            0.4	           94.4	              0
          4.310	           84.1	            0.4	           94.4	              0
          4.320	           84.1	            0.4	           94.4	              0
          4.330	           84.1	            0.4	           94.4	              0
          4.340	           84.1	            0.4	           94.4	              0
          4.350	           84.1	            0.4	           94.4	              0
          4.360	           84.1	            0.4	           94.4	              0
          4.370	           84.1	            0.4	           94.4	              0
          4.380	           84.1	            0.4	           94.4	              0
          4.390	           84.1	            0.4	           94.4	              0
          4.400	           84.1	            0.4	           94.4	              0
          4.410	           84.1	            0.4	           94.4	              0
          4.420	           84.1	            0.4	           94.4	              0
          4.430	           84.1	            0.4	           94.4	              0
          4.440	           84.1	            0.4	           94.4	              0
          4.450	           84.1	            0.4	           94.4	              0
          4.460	           84.1	            0.4	           94.4	              0
          4.470	           84.1	            0.4	           94.4	              0
          4.480	           84.1	            0.4	           94.4	              0
          4.490	           84.1	            0.4	           94.4	              0
          4.500	           84.1	            0.4	           94.4	              0
          4.510	           84.1	            0.4	           94.4	              0
          4.520	           84.1	            0.4	           94.4	              0
          4.530	           84.1	            0.4	           94.4	              0
          4.540	           84.1	            0.4	           94.4	              0
          4.550	           84.1	            0.4	           94.4	              0
          4.560	           84.1	            0.4	           94.4	              0
          4.570	           84.1	            0.4	           94.4	              0
          4.580	           84.1	            0.4	           94.4	              0
          4.590	           84.1	            0.4	           94.4	              0
          4.600	           84.1	            0.4	           94.4	              0
          4.610	           84.1	            0.4	           94.4	              0
          4.620	           84.1	            0.4	           94.4	              0
          4.630	           84.1	            0.4	           94.4	              0
          4.640	           84.1	            0.4	           94.4	              0
          4.650	           84.1	            0.4	           94.4	              0
          4.660	           84.1	            0.4	           94.4	              0
          4.670	           84.1	            0.4	           94.4	              0
          4.680	           84.1	            0.4	           94.4	              0
          4.690	           84.1	            0.4	           94.4	              0
          4.700	           84.1	            0.4	           94.4	              0
          4.710	           84.1	            0.4	           94.4	              0
          4.720	           84.1	            0.4	           94.4	              0
          4.730	           84.1	            0.4	           94.4	              0
          4.740	           84.1	            0.4	           94.4	              0
          4.750	           84.1	            0.4	           94.4	              0
          4.760	           84.1	            0.4	           94.4	              0
          4.770	           84.1	            0.4	           94.4	              0
          4.780	           84.1	            0.4	           94.4	              0
          4.790	           84.1	            0.4	           94.4	              0
          4.800	           84.1	            0.4	           94.4	              0
          4.810	           84.1	            0.4	           94.4	              0
          4.820	           84.1	            0.4	           94.4	              0
          4.830	           84.1	            0.4	           94.4	              0
          4.840	           84.1	            0.4	           94.4	              0
          4.850	           84.1	            0.4	           94.4	              0
          4.860	           84.1	            0.4	           94.4	              0
          4.870	           84.1	            0.4	           94.4	              0
          4.880	           84.1	            0.4	           94.4	              0
          4.890	           84.1	            0.4	           94.4	              0
          4.900	           84.1	            0.4	           94.4	              0
          4.910	           84.1	            0.4	           94.4	              0
          4.920	           84.1	            0.4	           94.4	              0
          4.930	           84.1	            0.4	           94.4	              0
          4.940	           84.1	            0.4	           94.4	              0
          4.950	           84.1	            0.4	           94.4	              0
          4.960	           84.1	            0.4	           94.4	              0
          4.970	           84.1	            0.4	           94.4	              0
          4.980	           84.1	            0.4	           94.4	              0
          4.990	           84.1	            0.4	           94.4	              0
          5.000	           84.1	            0.4	           94.4	              0
          5.010	           84.1	            0.4	           94.4	              0
          5.020	           84.1	            0.4	           94.4	              0
          5.030	           84.1	            0.4	           94.4	              0
          5.040	           84.1	            0.4	           94.4	              0
          5.050	           84.1	            0.4	           94.4	              0
          5.060	           84.1	            0.4	           94.4	              0
          5.070	           84.1	            0.4	           94.4	              0
          5.080	           84.1	            0.4	           94.4	              0
          5.090	           84.1	            0.4	           94.4	              0
          5.100	           84.1	            0.4	           94.4	              0
          5.110	           84.1	            0.4	           94.4	              0
          5.120	           84.1	            0.4	           94.4	              0
          5.130	           84.1	            0.4	           94.4	              0
          5.140	           84.1	            0.4	           94.4	              0
          5.150	           84.1	            0.4	           94.4	              0
          5.160	           84.1	            0.4	           94.4	              0
          5.170	           84.1	            0.4	           94.4	              0
          5.180	           84.1	            0.4	           94.3	              0
          5.190	           84.1	            0.4	           94.3	              0
          5.200	           84.1	            0.4	           94.3	              0
          5.210	           84.1	            0.4	           94.3	              0
          5.220	           84.1	            0.4	           94.3	              0
          5.230	           84.1	            0.4	           94.3	              0
          5.240	           84.1	            0.4	           94.3	              0
          5.250	           84.1	            0.4	           94.3	              0
          5.260	           84.1	            0.4	           94.3	              0
          5.270	           84.1	            0.4	           94.3	              0
          5.280	           84.1	            0.4	           94.3	              0
          5.290	           84.1	            0.4	           94.3	              0
          5.300	           84.1	            0.4	           94.3	              0
          5.310	           84.1	            0.4	           94.3	              0
          5.320	           84.1	            0.4	           94.3	              0
          5.330	           84.1	            0.4	           94.3	              0
          5.340	           84.1	            0.4	           94.3	              0
          5.350	           84.1	            0.4	           94.3	              0
          5.360	           84.1	            0.4	           94.3	              0
          5.370	           84.1	            0.4	           94.3	              0
          5.380	           84.1	            0.4	           94.2	              0
          5.390	           84.1	            0.4	           94.2	              0
          5.400	           84.1	            0.4	           94.2	              0
          5.410	           84.1	            0.4	           94.2	              0
          5.420	           84.1	            0.4	           94.2	              0
          5.430	           84.1	            0.4	           94.2	              0
          5.440	           84.1	            0.4	           94.2	              0
          5.450	           84.1	            0.4	           94.2	              0
          5.460	           84.1	            0.4	           94.2	              0
          5.470	           84.1	            0.4	           94.2	              0
          5.480	           84.1	            0.4	           94.2	              0
          5.490	           84.1	            0.4	           94.2	              0
          5.500	           84.1	            0.4	           94.2	              0
          5.510	           84.1	            0.4	           94.2	              0
          5.520	           84.1	            0.4	           94.2	              0
          5.530	           84.1	            0.4	           94.2	              0
          5.540	           84.1	            0.4	           94.2	              0
